Annual mileage mi,,,Regular round trip range mi required by the user.  Ecar range is same /0.6 to allow 80-20% charge state for required range to maximise battery longevity.,,Range design to give range with 80-20% charge cycling to maximise life,Ecar Archetype Index,Ecar design Range mi,,,"Check Ecar suitable 1=Yes, 0=No",Total Ecar + charger up front cost,,Archetype Ecar Efficiency mi/kWh,Archetype Ecar Battery kWh,Regularly utilised Ecar Battery kWh,Regularly utilised % of full battery capacity (should be <=60%),Typical home chargup time hrs for utilised capacity,Typical home charging time at night rate hrs,Typical home charging time at day rate hrs,home charging night rate kWh,home charging day rate kWh,public charging kWh,home charging night rate fraction,home charging day rate fraction,public top up charging fraction,aggregate charging electricity cost p/kWh,aggregate charging electricity cost p/mi,Annual elec cost £,Total elec costs over assessment period £,total mileage over assessed time period,Max car mileage,No of car replacements over assessment period,Total E Car replacement cost £,Total loan interest on initial Ecar and charger and replacement Ecars £,Est Ecar annual servicing cost low £,Est Ecar annual servicing cost med £,Est Ecar annual servicing cost high £,Est annual servicing cost Ecar,Est total servicing cost Ecar,Total Ecar cost  £,Assumed alternative petrol car  up front cost,,Assumed alternative petrol car consumption mpg,Petrol cost p/mi,Annual petrol cost £,Total petrol costs over assessment period £,Total petrol car replacements costs £,Total loan interest on initial and replacement petrol cars £,,Est petrol car annual servicing cost low £,Est petrol car annual servicing cost med £,Est petrol car annual servicing cost high £,Est annual servicing cost petrol car,Est total servicing cost petrol car,Total Petrol car cost  £,Est annual servicing cost saving elec v petrol £,Total maintenance saving over assessment period £,Total 8 year new electric vs new petrol car cost saving with home charger + public top up where necessary £,,,,
" 30,000 ",,,82.2,,137,4,188.871,,,1," £13,619 ",,3.388,57.85,24.26,42%, -   , -   , -   , -   , -   , 24.26 , -   , -   , 1.0 , 51.00 , 15.05 ,"£4,516"," £18,066 "," 120,000 "," 100,000 ", 1.0 ," £13,619 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £49,460 "," £10,895 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £10,895 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £44,122 ",£458,"£1,832","-£5,337.4 ",5867.322262,"-£11,204.7 ",-1.0284 ,
" 30,000 ",,,82.2,,137,5,213.698,,,1," £15,092 ",,3.313,65.24,24.81,38%, -   , -   , -   , -   , -   , 24.81 , -   , -   , 1.0 , 51.00 , 15.40 ,"£4,619"," £18,475 "," 120,000 "," 100,000 ", 1.0 ," £15,092 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £52,814 "," £12,073 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £12,073 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £46,479 ",£458,"£1,832","-£6,335.2 ",5059.456277,"-£11,394.7 ",-0.9438 ,
" 30,000 ",,,82.2,,137,6,239.128,,,1," £17,581 ",,3.327,72.38,24.71,34%, -   , -   , -   , -   , -   , 24.71 , -   , -   , 1.0 , 51.00 , 15.33 ,"£4,599"," £18,395 "," 120,000 "," 100,000 ", 1.0 ," £17,581 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £57,713 "," £14,065 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £14,065 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £50,461 ",£458,"£1,832","-£7,251.8 ",3890.556461,"-£11,142.4 ",-0.7922 ,
" 30,000 ",,,82.2,,137,7,262.616,,,1," £21,881 ",,3.235,81.64,25.41,31%, -   , -   , -   , -   , -   , 25.41 , -   , -   , 1.0 , 51.00 , 15.76 ,"£4,729"," £18,918 "," 120,000 "," 100,000 ", 1.0 ," £21,881 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £66,835 "," £17,505 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £17,505 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £57,341 ",£458,"£1,832","-£9,494.0 ",1703.223591,"-£11,197.2 ",-0.6397 ,
" 30,000 ",,,82.2,,137,8,285.831,,,1," £25,124 ",,3.221,90.08,25.52,28%, -   , -   , -   , -   , -   , 25.52 , -   , -   , 1.0 , 51.00 , 15.83 ,"£4,749"," £18,998 "," 120,000 "," 100,000 ", 1.0 ," £25,124 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £73,402 "," £20,099 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £20,099 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £62,530 ",£458,"£1,832","-£10,871.3 ",133.5366108,"-£11,004.9 ",-0.5475 ,
" 30,000 ",,,82.2,,137,9,312.628,,,1," £26,150 ",,3.196,98.87,25.72,26%, -   , -   , -   , -   , -   , 25.72 , -   , -   , 1.0 , 51.00 , 15.96 ,"£4,787"," £19,149 "," 120,000 "," 100,000 ", 1.0 ," £26,150 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £75,606 "," £20,920 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £20,920 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £64,173 ",£458,"£1,832","-£11,433.3 ",-395.4634113,"-£11,037.8 ",-0.5276 ,
" 30,000 ",,,90.0,,150,3,163.110,,,1," £10,221 ",,3.602,45.42,24.98,55%, -   , -   , -   , -   , -   , 24.98 , -   , -   , 1.0 , 51.00 , 14.16 ,"£4,247"," £16,989 "," 120,000 "," 100,000 ", 1.0 ," £10,221 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £41,586 "," £8,177 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £8,177 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £38,685 ",£458,"£1,832","-£2,900.8 ",7765.436373,"-£10,666.3 ",-1.3045 ,
" 30,000 ",,,90.0,,150,4,188.871,,,1," £13,619 ",,3.388,57.85,26.57,46%, -   , -   , -   , -   , -   , 26.57 , -   , -   , 1.0 , 51.00 , 15.05 ,"£4,516"," £18,066 "," 120,000 "," 100,000 ", 1.0 ," £13,619 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £49,460 "," £10,895 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £10,895 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £44,122 ",£458,"£1,832","-£5,337.4 ",5867.322262,"-£11,204.7 ",-1.0284 ,
" 30,000 ",,,90.0,,150,5,213.698,,,1," £15,092 ",,3.313,65.24,27.17,42%, -   , -   , -   , -   , -   , 27.17 , -   , -   , 1.0 , 51.00 , 15.40 ,"£4,619"," £18,475 "," 120,000 "," 100,000 ", 1.0 ," £15,092 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £52,814 "," £12,073 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £12,073 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £46,479 ",£458,"£1,832","-£6,335.2 ",5059.456277,"-£11,394.7 ",-0.9438 ,
" 30,000 ",,,90.0,,150,6,239.128,,,1," £17,581 ",,3.327,72.38,27.05,37%, -   , -   , -   , -   , -   , 27.05 , -   , -   , 1.0 , 51.00 , 15.33 ,"£4,599"," £18,395 "," 120,000 "," 100,000 ", 1.0 ," £17,581 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £57,713 "," £14,065 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £14,065 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £50,461 ",£458,"£1,832","-£7,251.8 ",3890.556461,"-£11,142.4 ",-0.7922 ,
" 30,000 ",,,90.0,,150,7,262.616,,,1," £21,881 ",,3.235,81.64,27.82,34%, -   , -   , -   , -   , -   , 27.82 , -   , -   , 1.0 , 51.00 , 15.76 ,"£4,729"," £18,918 "," 120,000 "," 100,000 ", 1.0 ," £21,881 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £66,835 "," £17,505 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £17,505 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £57,341 ",£458,"£1,832","-£9,494.0 ",1703.223591,"-£11,197.2 ",-0.6397 ,
" 30,000 ",,,90.0,,150,8,285.831,,,1," £25,124 ",,3.221,90.08,27.94,31%, -   , -   , -   , -   , -   , 27.94 , -   , -   , 1.0 , 51.00 , 15.83 ,"£4,749"," £18,998 "," 120,000 "," 100,000 ", 1.0 ," £25,124 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £73,402 "," £20,099 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £20,099 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £62,530 ",£458,"£1,832","-£10,871.3 ",133.5366108,"-£11,004.9 ",-0.5475 ,
" 30,000 ",,,90.0,,150,9,312.628,,,1," £26,150 ",,3.196,98.87,28.16,28%, -   , -   , -   , -   , -   , 28.16 , -   , -   , 1.0 , 51.00 , 15.96 ,"£4,787"," £19,149 "," 120,000 "," 100,000 ", 1.0 ," £26,150 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £75,606 "," £20,920 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £20,920 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £64,173 ",£458,"£1,832","-£11,433.3 ",-395.4634113,"-£11,037.8 ",-0.5276 ,
" 30,000 ",,,105.0,,175,4,188.871,,,1," £13,619 ",,3.388,57.85,31.00,54%, -   , -   , -   , -   , -   , 31.00 , -   , -   , 1.0 , 51.00 , 15.05 ,"£4,516"," £18,066 "," 120,000 "," 100,000 ", 1.0 ," £13,619 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £49,460 "," £10,895 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £10,895 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £44,122 ",£458,"£1,832","-£5,337.4 ",5867.322262,"-£11,204.7 ",-1.0284 ,
" 30,000 ",,,105.0,,175,5,213.698,,,1," £15,092 ",,3.313,65.24,31.70,49%, -   , -   , -   , -   , -   , 31.70 , -   , -   , 1.0 , 51.00 , 15.40 ,"£4,619"," £18,475 "," 120,000 "," 100,000 ", 1.0 ," £15,092 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £52,814 "," £12,073 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £12,073 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £46,479 ",£458,"£1,832","-£6,335.2 ",5059.456277,"-£11,394.7 ",-0.9438 ,
" 30,000 ",,,105.0,,175,6,239.128,,,1," £17,581 ",,3.327,72.38,31.56,44%, -   , -   , -   , -   , -   , 31.56 , -   , -   , 1.0 , 51.00 , 15.33 ,"£4,599"," £18,395 "," 120,000 "," 100,000 ", 1.0 ," £17,581 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £57,713 "," £14,065 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £14,065 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £50,461 ",£458,"£1,832","-£7,251.8 ",3890.556461,"-£11,142.4 ",-0.7922 ,
" 30,000 ",,,105.0,,175,7,262.616,,,1," £21,881 ",,3.235,81.64,32.46,40%, -   , -   , -   , -   , -   , 32.46 , -   , -   , 1.0 , 51.00 , 15.76 ,"£4,729"," £18,918 "," 120,000 "," 100,000 ", 1.0 ," £21,881 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £66,835 "," £17,505 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £17,505 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £57,341 ",£458,"£1,832","-£9,494.0 ",1703.223591,"-£11,197.2 ",-0.6397 ,
" 30,000 ",,,105.0,,175,8,285.831,,,1," £25,124 ",,3.221,90.08,32.59,36%, -   , -   , -   , -   , -   , 32.59 , -   , -   , 1.0 , 51.00 , 15.83 ,"£4,749"," £18,998 "," 120,000 "," 100,000 ", 1.0 ," £25,124 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £73,402 "," £20,099 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £20,099 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £62,530 ",£458,"£1,832","-£10,871.3 ",133.5366108,"-£11,004.9 ",-0.5475 ,
" 30,000 ",,,105.0,,175,9,312.628,,,1," £26,150 ",,3.196,98.87,32.85,33%, -   , -   , -   , -   , -   , 32.85 , -   , -   , 1.0 , 51.00 , 15.96 ,"£4,787"," £19,149 "," 120,000 "," 100,000 ", 1.0 ," £26,150 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £75,606 "," £20,920 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £20,920 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £64,173 ",£458,"£1,832","-£11,433.3 ",-395.4634113,"-£11,037.8 ",-0.5276 ,
" 30,000 ",,,120.0,,200,5,213.698,,,1," £15,092 ",,3.313,65.24,36.22,56%, -   , -   , -   , -   , -   , 36.22 , -   , -   , 1.0 , 51.00 , 15.40 ,"£4,619"," £18,475 "," 120,000 "," 100,000 ", 1.0 ," £15,092 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £52,814 "," £12,073 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £12,073 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £46,479 ",£458,"£1,832","-£6,335.2 ",5059.456277,"-£11,394.7 ",-0.9438 ,
" 30,000 ",,,120.0,,200,6,239.128,,,1," £17,581 ",,3.327,72.38,36.07,50%, -   , -   , -   , -   , -   , 36.07 , -   , -   , 1.0 , 51.00 , 15.33 ,"£4,599"," £18,395 "," 120,000 "," 100,000 ", 1.0 ," £17,581 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £57,713 "," £14,065 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £14,065 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £50,461 ",£458,"£1,832","-£7,251.8 ",3890.556461,"-£11,142.4 ",-0.7922 ,
" 30,000 ",,,120.0,,200,7,262.616,,,1," £21,881 ",,3.235,81.64,37.09,45%, -   , -   , -   , -   , -   , 37.09 , -   , -   , 1.0 , 51.00 , 15.76 ,"£4,729"," £18,918 "," 120,000 "," 100,000 ", 1.0 ," £21,881 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £66,835 "," £17,505 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £17,505 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £57,341 ",£458,"£1,832","-£9,494.0 ",1703.223591,"-£11,197.2 ",-0.6397 ,
" 30,000 ",,,120.0,,200,8,285.831,,,1," £25,124 ",,3.221,90.08,37.25,41%, -   , -   , -   , -   , -   , 37.25 , -   , -   , 1.0 , 51.00 , 15.83 ,"£4,749"," £18,998 "," 120,000 "," 100,000 ", 1.0 ," £25,124 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £73,402 "," £20,099 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £20,099 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £62,530 ",£458,"£1,832","-£10,871.3 ",133.5366108,"-£11,004.9 ",-0.5475 ,
" 30,000 ",,,120.0,,200,9,312.628,,,1," £26,150 ",,3.196,98.87,37.55,38%, -   , -   , -   , -   , -   , 37.55 , -   , -   , 1.0 , 51.00 , 15.96 ,"£4,787"," £19,149 "," 120,000 "," 100,000 ", 1.0 ," £26,150 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £75,606 "," £20,920 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £20,920 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £64,173 ",£458,"£1,832","-£11,433.3 ",-395.4634113,"-£11,037.8 ",-0.5276 ,
" 30,000 ",,,135.0,,225,6,239.128,,,1," £17,581 ",,3.327,72.38,40.58,56%, -   , -   , -   , -   , -   , 40.58 , -   , -   , 1.0 , 51.00 , 15.33 ,"£4,599"," £18,395 "," 120,000 "," 100,000 ", 1.0 ," £17,581 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £57,713 "," £14,065 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £14,065 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £50,461 ",£458,"£1,832","-£7,251.8 ",3890.556461,"-£11,142.4 ",-0.7922 ,
" 30,000 ",,,135.0,,225,7,262.616,,,1," £21,881 ",,3.235,81.64,41.73,51%, -   , -   , -   , -   , -   , 41.73 , -   , -   , 1.0 , 51.00 , 15.76 ,"£4,729"," £18,918 "," 120,000 "," 100,000 ", 1.0 ," £21,881 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £66,835 "," £17,505 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £17,505 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £57,341 ",£458,"£1,832","-£9,494.0 ",1703.223591,"-£11,197.2 ",-0.6397 ,
" 30,000 ",,,135.0,,225,8,285.831,,,1," £25,124 ",,3.221,90.08,41.91,47%, -   , -   , -   , -   , -   , 41.91 , -   , -   , 1.0 , 51.00 , 15.83 ,"£4,749"," £18,998 "," 120,000 "," 100,000 ", 1.0 ," £25,124 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £73,402 "," £20,099 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £20,099 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £62,530 ",£458,"£1,832","-£10,871.3 ",133.5366108,"-£11,004.9 ",-0.5475 ,
" 30,000 ",,,135.0,,225,9,312.628,,,1," £26,150 ",,3.196,98.87,42.24,43%, -   , -   , -   , -   , -   , 42.24 , -   , -   , 1.0 , 51.00 , 15.96 ,"£4,787"," £19,149 "," 120,000 "," 100,000 ", 1.0 ," £26,150 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £75,606 "," £20,920 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £20,920 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £64,173 ",£458,"£1,832","-£11,433.3 ",-395.4634113,"-£11,037.8 ",-0.5276 ,
" 30,000 ",,,150.0,,250,7,262.616,,,1," £21,881 ",,3.235,81.64,46.37,57%, -   , -   , -   , -   , -   , 46.37 , -   , -   , 1.0 , 51.00 , 15.76 ,"£4,729"," £18,918 "," 120,000 "," 100,000 ", 1.0 ," £21,881 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £66,835 "," £17,505 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £17,505 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £57,341 ",£458,"£1,832","-£9,494.0 ",1703.223591,"-£11,197.2 ",-0.6397 ,
" 30,000 ",,,150.0,,250,8,285.831,,,1," £25,124 ",,3.221,90.08,46.56,52%, -   , -   , -   , -   , -   , 46.56 , -   , -   , 1.0 , 51.00 , 15.83 ,"£4,749"," £18,998 "," 120,000 "," 100,000 ", 1.0 ," £25,124 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £73,402 "," £20,099 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £20,099 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £62,530 ",£458,"£1,832","-£10,871.3 ",133.5366108,"-£11,004.9 ",-0.5475 ,
" 30,000 ",,,150.0,,250,9,312.628,,,1," £26,150 ",,3.196,98.87,46.93,47%, -   , -   , -   , -   , -   , 46.93 , -   , -   , 1.0 , 51.00 , 15.96 ,"£4,787"," £19,149 "," 120,000 "," 100,000 ", 1.0 ," £26,150 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £75,606 "," £20,920 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £20,920 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £64,173 ",£458,"£1,832","-£11,433.3 ",-395.4634113,"-£11,037.8 ",-0.5276 ,
" 30,000 ",,,165.0,,275,8,285.831,,,1," £25,124 ",,3.221,90.08,51.22,57%, -   , -   , -   , -   , -   , 51.22 , -   , -   , 1.0 , 51.00 , 15.83 ,"£4,749"," £18,998 "," 120,000 "," 100,000 ", 1.0 ," £25,124 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £73,402 "," £20,099 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £20,099 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £62,530 ",£458,"£1,832","-£10,871.3 ",-161.0487532,"-£10,710.3 ",-0.5329 ,
" 30,000 ",,,165.0,,275,9,312.628,,,1," £26,150 ",,3.196,98.87,51.63,52%, -   , -   , -   , -   , -   , 51.63 , -   , -   , 1.0 , 51.00 , 15.96 ,"£4,787"," £19,149 "," 120,000 "," 100,000 ", 1.0 ," £26,150 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £75,606 "," £20,920 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £20,920 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £64,173 ",£458,"£1,832","-£11,433.3 ",-744.1980244,"-£10,689.1 ",-0.5109 ,
" 30,000 ",,,180.0,,300,9,312.628,,,1," £26,150 ",,3.196,98.87,56.32,57%, -   , -   , -   , -   , -   , 56.32 , -   , -   , 1.0 , 51.00 , 15.96 ,"£4,787"," £19,149 "," 120,000 "," 100,000 ", 1.0 ," £26,150 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £75,606 "," £20,920 ",,50.000, 13.62 ,"£4,086"," £16,344 "," £20,920 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £64,173 ",£458,"£1,832","-£11,433.3 ",-1286.167721,"-£10,147.1 ",-0.4850 ,
" 32,500 ",,,89.0,,148.3333333,3,163.110,,,1," £10,221 ",,3.602,45.42,24.71,54%, -   , -   , -   , -   , -   , 24.71 , -   , -   , 1.0 , 51.00 , 14.16 ,"£4,601"," £18,404 "," 130,000 "," 100,000 ", 1.0 ," £10,221 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £43,002 "," £8,177 ",,50.000, 13.62 ,"£4,427"," £17,706 "," £8,177 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £40,047 ",£458,"£1,832","-£2,954.5 ",8766.29173,"-£11,720.8 ",-1.4335 ,
" 32,500 ",,,89.0,,148.3333333,4,188.871,,,1," £13,619 ",,3.388,57.85,26.27,45%, -   , -   , -   , -   , -   , 26.27 , -   , -   , 1.0 , 51.00 , 15.05 ,"£4,893"," £19,571 "," 130,000 "," 100,000 ", 1.0 ," £13,619 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £50,965 "," £10,895 ",,50.000, 13.62 ,"£4,427"," £17,706 "," £10,895 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £45,484 ",£458,"£1,832","-£5,480.9 ",6845.27576,"-£12,326.1 ",-1.1313 ,
" 32,500 ",,,89.0,,148.3333333,5,213.698,,,1," £15,092 ",,3.313,65.24,26.87,41%, -   , -   , -   , -   , -   , 26.87 , -   , -   , 1.0 , 51.00 , 15.40 ,"£5,004"," £20,014 "," 130,000 "," 100,000 ", 1.0 ," £15,092 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £54,354 "," £12,073 ",,50.000, 13.62 ,"£4,427"," £17,706 "," £12,073 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £47,841 ",£458,"£1,832","-£6,512.8 ",6028.721766,"-£12,541.5 ",-1.0388 ,
" 32,500 ",,,89.0,,148.3333333,6,239.128,,,1," £17,581 ",,3.327,72.38,26.75,37%, -   , -   , -   , -   , -   , 26.75 , -   , -   , 1.0 , 51.00 , 15.33 ,"£4,982"," £19,928 "," 130,000 "," 100,000 ", 1.0 ," £17,581 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £59,246 "," £14,065 ",,50.000, 13.62 ,"£4,427"," £17,706 "," £14,065 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £51,823 ",£458,"£1,832","-£7,422.8 ",4861.502827,"-£12,284.3 ",-0.8734 ,
" 32,500 ",,,89.0,,148.3333333,7,262.616,,,1," £21,881 ",,3.235,81.64,27.51,34%, -   , -   , -   , -   , -   , 27.51 , -   , -   , 1.0 , 51.00 , 15.76 ,"£5,124"," £20,494 "," 130,000 "," 100,000 ", 1.0 ," £21,881 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £68,412 "," £17,505 ",,50.000, 13.62 ,"£4,427"," £17,706 "," £17,505 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £58,703 ",£458,"£1,832","-£9,708.4 ",2663.069736,"-£12,371.5 ",-0.7068 ,
" 32,500 ",,,89.0,,148.3333333,8,285.831,,,1," £25,124 ",,3.221,90.08,27.63,31%, -   , -   , -   , -   , -   , 27.63 , -   , -   , 1.0 , 51.00 , 15.83 ,"£5,145"," £20,581 "," 130,000 "," 100,000 ", 1.0 ," £25,124 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £74,985 "," £20,099 ",,50.000, 13.62 ,"£4,427"," £17,706 "," £20,099 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £63,892 ",£458,"£1,832","-£11,092.5 ",1091.678781,"-£12,184.2 ",-0.6062 ,
" 32,500 ",,,89.0,,148.3333333,9,312.628,,,1," £26,150 ",,3.196,98.87,27.85,28%, -   , -   , -   , -   , -   , 27.85 , -   , -   , 1.0 , 51.00 , 15.96 ,"£5,186"," £20,745 "," 130,000 "," 100,000 ", 1.0 ," £26,150 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £77,202 "," £20,920 ",,50.000, 13.62 ,"£4,427"," £17,706 "," £20,920 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £65,535 ",£458,"£1,832","-£11,667.0 ",559.4619475,"-£12,226.5 ",-0.5844 ,
" 32,500 ",,,90.0,,150,3,163.110,,,1," £10,221 ",,3.602,45.42,24.98,55%, -   , -   , -   , -   , -   , 24.98 , -   , -   , 1.0 , 51.00 , 14.16 ,"£4,601"," £18,404 "," 130,000 "," 100,000 ", 1.0 ," £10,221 ", £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £43,002 "," £8,177 ",,50.000, 13.62 ,"£4,427"," £17,706 "," £8,177 ", £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £40,047 ",£458,"£1,832","-£2,954.5 ",8766.29173,"-£11,720.8 ",-1.4335 ,
